payment_id_a,payment_id_b,customer_id,order_id_a,order_id_b,amount_a,amount_b,created_at_a,created_at_b,status_a,status_b,method_a,method_b,time_gap_seconds,scenario,confidence_score,is_double_capture,refundable_amount
pay_902523,pay_902524,cust_00028,order_701773,order_701774,7499,7499,1787599999,1787600011,captured,captured,netbanking,netbanking,12,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901535,pay_901536,cust_00100,order_701118,order_701118,12499,12499,1787647760,1787647779,captured,captured,wallet,wallet,19,Network Timeout Retry,97.0,True,12499
pay_901319,pay_901320,cust_00028,order_701010,order_701010,49999,49999,1787602388,1787602413,captured,captured,card,card,25,Network Timeout Retry,97.0,True,49999
pay_901619,pay_901620,cust_00101,order_701160,order_701160,9999,9999,1787573531,1787573561,captured,captured,upi,upi,30,Network Timeout Retry,97.0,True,9999
pay_902231,pay_902232,cust_00028,order_701481,order_701482,7499,7499,1787618253,1787618265,captured,captured,wallet,wallet,12,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902495,pay_902496,cust_00029,order_701745,order_701746,199999,199999,1787536802,1787536810,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902655,pay_902656,cust_00184,order_701905,order_701906,24999,24999,1787657897,1787657910,captured,captured,card,card,13,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902497,pay_902498,cust_00134,order_701747,order_701748,9999,9999,1787647162,1787647176,captured,captured,wallet,wallet,14,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902739,pay_902740,cust_00135,order_701989,order_701990,199999,199999,1787587398,1787587412,failed,captured,upi,upi,14,Gateway Retry with Different IDs,97.0,False,0
pay_901455,pay_901456,cust_00184,order_701078,order_701078,149999,149999,1787658593,1787658615,captured,captured,wallet,wallet,22,Network Timeout Retry,97.0,True,149999
pay_901549,pay_901550,cust_00184,order_701125,order_701125,7499,7499,1787676181,1787676202,captured,captured,card,card,21,Network Timeout Retry,97.0,True,7499
pay_902443,pay_902444,cust_00136,order_701693,order_701694,99999,99999,1787604237,1787604247,captured,captured,card,card,10,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902613,pay_902614,cust_00185,order_701863,order_701864,34999,34999,1787525001,1787525008,captured,captured,card,card,7,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902417,pay_902418,cust_00182,order_701667,order_701668,74999,74999,1787549873,1787549890,captured,captured,upi,upi,17,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902219,pay_902220,cust_00104,order_701469,order_701470,7499,7499,1787654908,1787654927,captured,captured,upi,upi,19,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901267,pay_901268,cust_00182,order_700984,order_700984,149999,149999,1787615317,1787615335,captured,captured,card,card,18,Network Timeout Retry,97.0,True,149999
pay_902453,pay_902454,cust_00106,order_701703,order_701704,19999,19999,1787533139,1787533148,captured,captured,upi,upi,9,Multiple Browser Tabs Checkout,97.0,True,19999
pay_901453,pay_901454,cust_00106,order_701077,order_701077,299999,299999,1787583654,1787583674,captured,captured,wallet,wallet,20,Network Timeout Retry,97.0,True,299999
pay_902347,pay_902348,cust_00029,order_701597,order_701598,149999,149999,1787601206,1787601217,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902559,pay_902560,cust_00106,order_701809,order_701810,19999,19999,1787629703,1787629715,captured,captured,card,card,12,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902457,pay_902458,cust_00107,order_701707,order_701708,34999,34999,1787535583,1787535592,captured,captured,card,card,9,Multiple Browser Tabs Checkout,97.0,True,34999
pay_901607,pay_901608,cust_00107,order_701154,order_701154,299999,299999,1787665740,1787665762,captured,captured,card,card,22,Network Timeout Retry,97.0,True,299999
pay_902501,pay_902502,cust_00030,order_701751,order_701752,24999,24999,1787594401,1787594415,captured,captured,netbanking,netbanking,14,Multiple Browser Tabs Checkout,97.0,True,24999
pay_901501,pay_901502,cust_00031,order_701101,order_701101,24999,24999,1787516984,1787517000,captured,captured,upi,upi,16,Network Timeout Retry,97.0,True,24999
pay_902511,pay_902512,cust_00031,order_701761,order_701762,9999,9999,1787584669,1787584677,captured,captured,wallet,wallet,8,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902325,pay_902326,cust_00132,order_701575,order_701576,299999,299999,1787668883,1787668891,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901363,pay_901364,cust_00133,order_701032,order_701032,34999,34999,1787634536,1787634551,captured,captured,netbanking,netbanking,15,Network Timeout Retry,97.0,True,34999
pay_902251,pay_902252,cust_00134,order_701501,order_701502,34999,34999,1787556784,1787556794,captured,captured,wallet,wallet,10,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902349,pay_902350,cust_00134,order_701599,order_701600,99999,99999,1787566101,1787566110,captured,captured,card,card,9,Multiple Browser Tabs Checkout,97.0,True,99999
pay_902785,pay_902786,cust_00110,order_702035,order_702036,14999,14999,1787610653,1787610665,failed,captured,card,card,12,Gateway Retry with Different IDs,97.0,False,0
pay_902321,pay_902322,cust_00110,order_701571,order_701572,199999,199999,1787636065,1787636076,captured,captured,netbanking,netbanking,11,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902583,pay_902584,cust_00110,order_701833,order_701834,12499,12499,1787652929,1787652943,captured,captured,netbanking,netbanking,14,Multiple Browser Tabs Checkout,97.0,True,12499
pay_901419,pay_901420,cust_00027,order_701060,order_701060,7499,7499,1787677319,1787677349,captured,captured,card,card,30,Network Timeout Retry,97.0,True,7499
pay_902455,pay_902456,cust_00129,order_701705,order_701706,12499,12499,1787652835,1787652843,captured,captured,upi,upi,8,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902811,pay_902812,cust_00033,order_702061,order_702062,9999,9999,1787548411,1787548422,failed,captured,card,card,11,Gateway Retry with Different IDs,97.0,False,0
pay_902549,pay_902550,cust_00130,order_701799,order_701800,4999,4999,1787560955,1787560972,captured,captured,wallet,wallet,17,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902467,pay_902468,cust_00033,order_701717,order_701718,12499,12499,1787684977,1787684995,captured,captured,upi,upi,18,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902657,pay_902658,cust_00130,order_701907,order_701908,7499,7499,1787588167,1787588182,captured,captured,netbanking,netbanking,15,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902585,pay_902586,cust_00130,order_701835,order_701836,199999,199999,1787590248,1787590263,captured,captured,netbanking,netbanking,15,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902873,pay_902874,cust_00130,order_702123,order_702124,7499,7499,1787624292,1787624315,failed,captured,upi,upi,23,Gateway Retry with Different IDs,97.0,False,0
pay_901233,pay_901234,cust_00170,order_700967,order_700967,249999,249999,1787679126,1787679147,captured,captured,netbanking,netbanking,21,Network Timeout Retry,97.0,True,249999
pay_901541,pay_901542,cust_00034,order_701121,order_701121,9999,9999,1787550360,1787550390,captured,captured,card,card,30,Network Timeout Retry,97.0,True,9999
pay_902697,pay_902698,cust_00178,order_701947,order_701948,24999,24999,1787638705,1787638723,captured,captured,upi,upi,18,Multiple Browser Tabs Checkout,97.0,True,24999
pay_901435,pay_901436,cust_00179,order_701068,order_701068,49999,49999,1787617536,1787617565,captured,captured,upi,upi,29,Network Timeout Retry,97.0,True,49999
pay_902207,pay_902208,cust_00179,order_701457,order_701458,24999,24999,1787624411,1787624427,captured,captured,card,card,16,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902537,pay_902538,cust_00111,order_701787,order_701788,299999,299999,1787581732,1787581747,captured,captured,card,card,15,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901511,pay_901512,cust_00180,order_701106,order_701106,49999,49999,1787537184,1787537206,captured,captured,card,card,22,Network Timeout Retry,97.0,True,49999
pay_902803,pay_902804,cust_00112,order_702053,order_702054,49999,49999,1787516451,1787516468,failed,captured,card,card,17,Gateway Retry with Different IDs,97.0,False,0
pay_902491,pay_902492,cust_00113,order_701741,order_701742,99999,99999,1787546691,1787546707,captured,captured,card,card,16,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901335,pay_901336,cust_00180,order_701018,order_701018,249999,249999,1787558340,1787558357,captured,captured,netbanking,netbanking,17,Network Timeout Retry,97.0,True,249999
pay_902629,pay_902630,cust_00113,order_701879,order_701880,24999,24999,1787664550,1787664556,captured,captured,netbanking,netbanking,6,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902649,pay_902650,cust_00113,order_701899,order_701900,99999,99999,1787667413,1787667431,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901373,pay_901374,cust_00180,order_701037,order_701037,199999,199999,1787578526,1787578553,captured,captured,netbanking,netbanking,27,Network Timeout Retry,97.0,True,199999
pay_902407,pay_902408,cust_00114,order_701657,order_701658,14999,14999,1787654661,1787654679,captured,captured,upi,upi,18,Multiple Browser Tabs Checkout,97.0,True,14999
pay_902427,pay_902428,cust_00107,order_701677,order_701678,9999,9999,1787672135,1787672147,captured,captured,wallet,wallet,12,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902275,pay_902276,cust_00108,order_701525,order_701526,12499,12499,1787555196,1787555204,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902247,pay_902248,cust_00181,order_701497,order_701498,99999,99999,1787587364,1787587384,captured,captured,netbanking,netbanking,20,Multiple Browser Tabs Checkout,97.0,True,99999
pay_901519,pay_901520,cust_00181,order_701110,order_701110,34999,34999,1787609225,1787609255,captured,captured,netbanking,netbanking,30,Network Timeout Retry,97.0,True,34999
pay_902249,pay_902250,cust_00178,order_701499,order_701500,9999,9999,1787540166,1787540179,captured,captured,upi,upi,13,Multiple Browser Tabs Checkout,97.0,True,9999
pay_901475,pay_901476,cust_00108,order_701088,order_701088,14999,14999,1787687889,1787687918,captured,captured,wallet,wallet,29,Network Timeout Retry,97.0,True,14999
pay_901633,pay_901634,cust_00109,order_701167,order_701167,19999,19999,1787548357,1787548383,captured,captured,netbanking,netbanking,26,Network Timeout Retry,97.0,True,19999
pay_902621,pay_902622,cust_00128,order_701871,order_701872,299999,299999,1787556581,1787556589,captured,captured,card,card,8,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902377,pay_902378,cust_00128,order_701627,order_701628,199999,199999,1787679219,1787679234,captured,captured,upi,upi,15,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902451,pay_902452,cust_00036,order_701701,order_701702,49999,49999,1787579898,1787579918,captured,captured,netbanking,netbanking,20,Multiple Browser Tabs Checkout,97.0,True,49999
pay_901215,pay_901216,cust_00129,order_700958,order_700958,299999,299999,1787591455,1787591477,captured,captured,upi,upi,22,Network Timeout Retry,97.0,True,299999
pay_901689,pay_901690,cust_00115,order_701195,order_701195,49999,49999,1787551169,1787551188,captured,captured,upi,upi,19,Network Timeout Retry,97.0,True,49999
pay_901617,pay_901618,cust_00115,order_701159,order_701159,199999,199999,1787553817,1787553841,captured,captured,card,card,24,Network Timeout Retry,97.0,True,199999
pay_902389,pay_902390,cust_00115,order_701639,order_701640,19999,19999,1787571837,1787571848,captured,captured,card,card,11,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902331,pay_902332,cust_00036,order_701581,order_701582,19999,19999,1787608690,1787608710,captured,captured,upi,upi,20,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902461,pay_902462,cust_00036,order_701711,order_701712,249999,249999,1787669186,1787669201,captured,captured,wallet,wallet,15,Multiple Browser Tabs Checkout,97.0,True,249999
pay_901235,pay_901236,cust_00115,order_700968,order_700968,74999,74999,1787665311,1787665331,captured,captured,wallet,wallet,20,Network Timeout Retry,97.0,True,74999
pay_902341,pay_902342,cust_00116,order_701591,order_701592,74999,74999,1787653664,1787653671,captured,captured,netbanking,netbanking,7,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902797,pay_902798,cust_00117,order_702047,order_702048,199999,199999,1787623235,1787623261,failed,captured,wallet,wallet,26,Gateway Retry with Different IDs,97.0,False,0
pay_902365,pay_902366,cust_00117,order_701615,order_701616,9999,9999,1787638442,1787638456,captured,captured,upi,upi,14,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902659,pay_902660,cust_00117,order_701909,order_701910,149999,149999,1787647110,1787647120,captured,captured,card,card,10,Multiple Browser Tabs Checkout,97.0,True,149999
pay_901631,pay_901632,cust_00111,order_701166,order_701166,19999,19999,1787534886,1787534914,captured,captured,card,card,28,Network Timeout Retry,97.0,True,19999
pay_902861,pay_902862,cust_00111,order_702111,order_702112,7499,7499,1787536296,1787536320,failed,captured,upi,upi,24,Gateway Retry with Different IDs,97.0,False,0
pay_901467,pay_901468,cust_00126,order_701084,order_701084,12499,12499,1787518792,1787518808,captured,captured,netbanking,netbanking,16,Network Timeout Retry,97.0,True,12499
pay_902627,pay_902628,cust_00037,order_701877,order_701878,7499,7499,1787552439,1787552452,captured,captured,upi,upi,13,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902229,pay_902230,cust_00117,order_701479,order_701480,74999,74999,1787659790,1787659797,captured,captured,upi,upi,7,Multiple Browser Tabs Checkout,97.0,True,74999
pay_902747,pay_902748,cust_00118,order_701997,order_701998,249999,249999,1787593902,1787593929,failed,captured,wallet,wallet,27,Gateway Retry with Different IDs,97.0,False,0
pay_902713,pay_902714,cust_00037,order_701963,order_701964,14999,14999,1787569574,1787569592,failed,captured,card,card,18,Gateway Retry with Different IDs,97.0,False,0
pay_902359,pay_902360,cust_00118,order_701609,order_701610,14999,14999,1787670664,1787670678,captured,captured,upi,upi,14,Multiple Browser Tabs Checkout,97.0,True,14999
pay_902411,pay_902412,cust_00037,order_701661,order_701662,12499,12499,1787597454,1787597469,captured,captured,netbanking,netbanking,15,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902607,pay_902608,cust_00119,order_701857,order_701858,34999,34999,1787588366,1787588372,captured,captured,wallet,wallet,6,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902793,pay_902794,cust_00119,order_702043,order_702044,9999,9999,1787661096,1787661108,failed,captured,upi,upi,12,Gateway Retry with Different IDs,97.0,False,0
pay_902289,pay_902290,cust_00120,order_701539,order_701540,34999,34999,1787545024,1787545039,captured,captured,wallet,wallet,15,Multiple Browser Tabs Checkout,97.0,True,34999
pay_902819,pay_902820,cust_00038,order_702069,order_702070,34999,34999,1787519211,1787519231,failed,captured,wallet,wallet,20,Gateway Retry with Different IDs,97.0,False,0
pay_902543,pay_902544,cust_00126,order_701793,order_701794,24999,24999,1787569434,1787569451,captured,captured,upi,upi,17,Multiple Browser Tabs Checkout,97.0,True,24999
pay_902571,pay_902572,cust_00126,order_701821,order_701822,7499,7499,1787573496,1787573511,captured,captured,upi,upi,15,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902477,pay_902478,cust_00032,order_701727,order_701728,299999,299999,1787616979,1787616990,captured,captured,upi,upi,11,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902631,pay_902632,cust_00126,order_701881,order_701882,49999,49999,1787636335,1787636343,captured,captured,netbanking,netbanking,8,Multiple Browser Tabs Checkout,97.0,True,49999
pay_902213,pay_902214,cust_00126,order_701463,order_701464,24999,24999,1787652426,1787652440,captured,captured,card,card,14,Multiple Browser Tabs Checkout,97.0,True,24999
pay_901381,pay_901382,cust_00038,order_701041,order_701041,199999,199999,1787597173,1787597188,captured,captured,upi,upi,15,Network Timeout Retry,97.0,True,199999
pay_901587,pay_901588,cust_00002,order_701144,order_701144,14999,14999,1787552562,1787552587,captured,captured,upi,upi,25,Network Timeout Retry,97.0,True,14999
pay_902893,pay_902894,cust_00003,order_702143,order_702144,149999,149999,1787530091,1787530121,failed,captured,card,card,30,Gateway Retry with Different IDs,97.0,False,0
pay_902373,pay_902374,cust_00038,order_701623,order_701624,19999,19999,1787608730,1787608740,captured,captured,wallet,wallet,10,Multiple Browser Tabs Checkout,97.0,True,19999
pay_902691,pay_902692,cust_00038,order_701941,order_701942,4999,4999,1787684116,1787684128,captured,captured,netbanking,netbanking,12,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902645,pay_902646,cust_00003,order_701895,order_701896,299999,299999,1787675714,1787675727,captured,captured,wallet,wallet,13,Multiple Browser Tabs Checkout,97.0,True,299999
pay_902297,pay_902298,cust_00004,order_701547,order_701548,149999,149999,1787642653,1787642665,captured,captured,wallet,wallet,12,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902681,pay_902682,cust_00004,order_701931,order_701932,149999,149999,1787649077,1787649096,captured,captured,wallet,wallet,19,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902315,pay_902316,cust_00198,order_701565,order_701566,9999,9999,1787547399,1787547415,captured,captured,wallet,wallet,16,Multiple Browser Tabs Checkout,97.0,True,9999
pay_902623,pay_902624,cust_00198,order_701873,order_701874,199999,199999,1787572341,1787572358,captured,captured,netbanking,netbanking,17,Multiple Browser Tabs Checkout,97.0,True,199999
pay_901605,pay_901606,cust_00198,order_701153,order_701153,19999,19999,1787667469,1787667497,captured,captured,netbanking,netbanking,28,Network Timeout Retry,97.0,True,19999
pay_902605,pay_902606,cust_00039,order_701855,order_701856,12499,12499,1787557878,1787557892,captured,captured,card,card,14,Multiple Browser Tabs Checkout,97.0,True,12499
pay_902597,pay_902598,cust_00039,order_701847,order_701848,149999,149999,1787661305,1787661323,captured,captured,netbanking,netbanking,18,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902225,pay_902226,cust_00121,order_701475,order_701476,299999,299999,1787557376,1787557385,captured,captured,card,card,9,Multiple Browser Tabs Checkout,97.0,True,299999
pay_901641,pay_901642,cust_00040,order_701171,order_701171,199999,199999,1787534859,1787534875,captured,captured,card,card,16,Network Timeout Retry,97.0,True,199999
pay_902653,pay_902654,cust_00121,order_701903,order_701904,149999,149999,1787675540,1787675555,captured,captured,wallet,wallet,15,Multiple Browser Tabs Checkout,97.0,True,149999
pay_902379,pay_902380,cust_00040,order_701629,order_701630,4999,4999,1787627285,1787627299,captured,captured,netbanking,netbanking,14,Multiple Browser Tabs Checkout,97.0,True,4999
pay_902823,pay_902824,cust_00006,order_702073,order_702074,249999,249999,1787616568,1787616590,failed,captured,wallet,wallet,22,Gateway Retry with Different IDs,97.0,False,0
pay_902487,pay_902488,cust_00194,order_701737,order_701738,49999,49999,1787683675,1787683683,captured,captured,card,card,8,Multiple Browser Tabs Checkout,97.0,True,49999
pay_901445,pay_901446,cust_00195,order_701073,order_701073,249999,249999,1787574864,1787574894,captured,captured,upi,upi,30,Network Timeout Retry,97.0,True,249999
pay_902203,pay_902204,cust_00195,order_701453,order_701454,199999,199999,1787627379,1787627389,captured,captured,netbanking,netbanking,10,Multiple Browser Tabs Checkout,97.0,True,199999
pay_902531,pay_902532,cust_00195,order_701781,order_701782,7499,7499,1787652425,1787652436,captured,captured,wallet,wallet,11,Multiple Browser Tabs Checkout,97.0,True,7499
pay_902897,pay_902898,cust_00195,order_702147,order_702148,4999,4999,1787671395,1787671408,failed,captured,upi,upi,13,Gateway Retry with Different IDs,97.0,False,0
pay_901423,pay_901424,cust_00196,order_701062,order_701062,7499,7499,1787560793,1787560812,captured,captured,card,card,19,Network Timeout Retry,97.0,True,7499
pay_902237,pay_902238,cust_00196,order_701487,order_701488,4999,4999,1787573416,1787573424,captured,captured,upi,upi,8,Multiple Browser Tabs Checkout,97.0,True,4999
pay_901687,pay_901688,cust_00040,order_701194,order_701194,24999,24999,1787672643,1787672668,captured,captured,netbanking,netbanking,25,Network Timeout Retry,97.0,True,24999
pay_902445,pay_902446,cust_00196,order_701695,order_701696,7499,7499,1787609394,1787609409,captured,captured,upi,upi,15,Multiple Browser Tabs Checkout,97.0,True,7499
pay_901625,pay_901626,cust_00196,order_701163,order_701163,9999,9999,1787612087,1787612117,captured,captured,wallet,wallet,30,Network Timeout Retry,97.0,True,9999
pay_902603,pay_902604,cust_00176,order_701853,order_701854,74999,74999,1787585574,1787585582,captured,captured,upi,upi,8,Multiple Browser Tabs Checkout,97.0,True,74999
pay_901485,pay_901486,cust_00197,order_701093,order_701093,149999,149999,1787581934,1787581963,captured,captured,upi,upi,29,Network Timeout Retry,97.0,True,149999
pay_902263,pay_902264,cust_00176,order_701513,order_701514,249999,249999,1787601411,1787601421,captured,captured,wallet,wallet,10,Multiple Browser Tabs Checkout,97.0,True,249999
pay_902707,pay_902708,cust_00095,order_701957,order_701958,9999,9999,1787615749,1787615775,failed,captured,card,card,26,Gateway Retry with Different IDs,97.0,False,0
pay_901775,pay_901776,cust_00197,order_701238,order_701238,9999,9999,1787673078,1787673180,captured,captured,upi,upi,102,Failed UPI Retry,93.5,True,9999
pay_902075,pay_902076,cust_00192,order_701388,order_701388,14999,14999,1787641062,1787641164,captured,captured,upi,upi,102,Failed UPI Retry,93.5,True,14999
pay_901609,pay_901610,cust_00192,order_701155,order_701155,99999,99999,1787624977,1787625012,captured,captured,card,card,35,Network Timeout Retry,93.5,True,99999
pay_901813,pay_901814,cust_00192,order_701257,order_701257,74999,74999,1787577681,1787577715,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,74999
pay_901257,pay_901258,cust_00012,order_700979,order_700979,149999,149999,1787555096,1787555136,captured,captured,wallet,wallet,40,Network Timeout Retry,93.5,True,149999
pay_901739,pay_901740,cust_00011,order_701220,order_701220,299999,299999,1787687521,1787687617,captured,captured,upi,upi,96,Failed UPI Retry,93.5,True,299999
pay_902729,pay_902730,cust_00011,order_701979,order_701980,34999,34999,1787686309,1787686354,failed,captured,netbanking,netbanking,45,Gateway Retry with Different IDs,93.5,False,0
pay_901493,pay_901494,cust_00011,order_701097,order_701097,149999,149999,1787559213,1787559248,captured,captured,card,card,35,Network Timeout Retry,93.5,True,149999
pay_902701,pay_902702,cust_00014,order_701951,order_701952,19999,19999,1787596818,1787596850,failed,captured,upi,upi,32,Gateway Retry with Different IDs,93.5,False,0
pay_901745,pay_901746,cust_00013,order_701223,order_701223,12499,12499,1787565757,1787565837,captured,captured,upi,upi,80,Failed UPI Retry,93.5,True,12499
pay_901799,pay_901800,cust_00013,order_701250,order_701250,9999,9999,1787541060,1787541173,captured,captured,upi,upi,113,Failed UPI Retry,93.5,True,9999
pay_902865,pay_902866,cust_00012,order_702115,order_702116,199999,199999,1787670325,1787670379,failed,captured,netbanking,netbanking,54,Gateway Retry with Different IDs,93.5,False,0
pay_901853,pay_901854,cust_00018,order_701277,order_701277,14999,14999,1787567330,1787567430,captured,captured,upi,upi,100,Failed UPI Retry,93.5,True,14999
pay_901463,pay_901464,cust_00018,order_701082,order_701082,9999,9999,1787565483,1787565518,captured,captured,upi,upi,35,Network Timeout Retry,93.5,True,9999
pay_901877,pay_901878,cust_00017,order_701289,order_701289,9999,9999,1787563904,1787563937,captured,captured,upi,upi,33,Failed UPI Retry,93.5,True,9999
pay_902013,pay_902014,cust_00016,order_701357,order_701357,19999,19999,1787671147,1787671183,captured,captured,upi,upi,36,Failed UPI Retry,93.5,True,19999
pay_901553,pay_901554,cust_00016,order_701127,order_701127,19999,19999,1787657487,1787657527,captured,captured,wallet,wallet,40,Network Timeout Retry,93.5,True,19999
pay_901867,pay_901868,cust_00118,order_701284,order_701284,299999,299999,1787664952,1787665024,captured,captured,upi,upi,72,Failed UPI Retry,93.5,True,299999
pay_901905,pay_901906,cust_00118,order_701303,order_701303,24999,24999,1787638764,1787638860,captured,captured,upi,upi,96,Failed UPI Retry,93.5,True,24999
pay_901669,pay_901670,cust_00118,order_701185,order_701185,49999,49999,1787522310,1787522354,captured,captured,card,card,44,Network Timeout Retry,93.5,True,49999
pay_902863,pay_902864,cust_00125,order_702113,order_702114,14999,14999,1787651069,1787651128,failed,captured,netbanking,netbanking,59,Gateway Retry with Different IDs,93.5,False,0
pay_902731,pay_902732,cust_00125,order_701981,order_701982,34999,34999,1787534879,1787534935,failed,captured,wallet,wallet,56,Gateway Retry with Different IDs,93.5,False,0
pay_901325,pay_901326,cust_00124,order_701013,order_701013,199999,199999,1787646332,1787646377,captured,captured,upi,upi,45,Network Timeout Retry,93.5,True,199999
pay_901829,pay_901830,cust_00124,order_701265,order_701265,149999,149999,1787634440,1787634560,captured,captured,upi,upi,120,Failed UPI Retry,93.5,True,149999
pay_901281,pay_901282,cust_00124,order_700991,order_700991,14999,14999,1787615259,1787615298,captured,captured,netbanking,netbanking,39,Network Timeout Retry,93.5,True,14999
pay_901259,pay_901260,cust_00124,order_700980,order_700980,199999,199999,1787576010,1787576050,captured,captured,wallet,wallet,40,Network Timeout Retry,93.5,True,199999
pay_901975,pay_901976,cust_00124,order_701338,order_701338,24999,24999,1787526856,1787526912,captured,captured,upi,upi,56,Failed UPI Retry,93.5,True,24999
pay_901863,pay_901864,cust_00123,order_701282,order_701282,299999,299999,1787597435,1787597469,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,299999
pay_902111,pay_902112,cust_00122,order_701406,order_701406,149999,149999,1787679299,1787679397,captured,captured,upi,upi,98,Failed UPI Retry,93.5,True,149999
pay_902115,pay_902116,cust_00122,order_701408,order_701408,14999,14999,1787540523,1787540608,captured,captured,upi,upi,85,Failed UPI Retry,93.5,True,14999
pay_901935,pay_901936,cust_00121,order_701318,order_701318,299999,299999,1787632167,1787632210,captured,captured,upi,upi,43,Failed UPI Retry,93.5,True,299999
pay_901843,pay_901844,cust_00001,order_701272,order_701272,7499,7499,1787519586,1787519696,captured,captured,upi,upi,110,Failed UPI Retry,93.5,True,7499
pay_902163,pay_902164,cust_00200,order_701432,order_701432,7499,7499,1787563356,1787563393,captured,captured,upi,upi,37,Failed UPI Retry,93.5,True,7499
pay_901793,pay_901794,cust_00117,order_701247,order_701247,24999,24999,1787591797,1787591903,captured,captured,upi,upi,106,Failed UPI Retry,93.5,True,24999
pay_901465,pay_901466,cust_00117,order_701083,order_701083,74999,74999,1787562466,1787562500,captured,captured,wallet,wallet,34,Network Timeout Retry,93.5,True,74999
pay_901203,pay_901204,cust_00117,order_700952,order_700952,299999,299999,1787522336,1787522371,captured,captured,card,card,35,Network Timeout Retry,93.5,True,299999
pay_901961,pay_901962,cust_00117,order_701331,order_701331,34999,34999,1787520671,1787520761,captured,captured,upi,upi,90,Failed UPI Retry,93.5,True,34999
pay_901759,pay_901760,cust_00116,order_701230,order_701230,4999,4999,1787546351,1787546456,captured,captured,upi,upi,105,Failed UPI Retry,93.5,True,4999
pay_901897,pay_901898,cust_00129,order_701299,order_701299,9999,9999,1787548309,1787548400,captured,captured,upi,upi,91,Failed UPI Retry,93.5,True,9999
pay_902715,pay_902716,cust_00128,order_701965,order_701966,249999,249999,1787644665,1787644702,failed,captured,netbanking,netbanking,37,Gateway Retry with Different IDs,93.5,False,0
pay_901837,pay_901838,cust_00128,order_701269,order_701269,49999,49999,1787641444,1787641537,captured,captured,upi,upi,93,Failed UPI Retry,93.5,True,49999
pay_901353,pay_901354,cust_00127,order_701027,order_701027,299999,299999,1787600252,1787600291,captured,captured,netbanking,netbanking,39,Network Timeout Retry,93.5,True,299999
pay_902837,pay_902838,cust_00127,order_702087,order_702088,74999,74999,1787592911,1787592948,failed,captured,netbanking,netbanking,37,Gateway Retry with Different IDs,93.5,False,0
pay_901839,pay_901840,cust_00127,order_701270,order_701270,199999,199999,1787546529,1787546637,captured,captured,upi,upi,108,Failed UPI Retry,93.5,True,199999
pay_901717,pay_901718,cust_00126,order_701209,order_701209,34999,34999,1787539203,1787539257,captured,captured,upi,upi,54,Failed UPI Retry,93.5,True,34999
pay_901951,pay_901952,cust_00120,order_701326,order_701326,7499,7499,1787594166,1787594283,captured,captured,upi,upi,117,Failed UPI Retry,93.5,True,7499
pay_902059,pay_902060,cust_00120,order_701380,order_701380,49999,49999,1787528960,1787529068,captured,captured,upi,upi,108,Failed UPI Retry,93.5,True,49999
